-4.75 -4.75 0.127772
-4.75 -4.25 0.0004004
-4.75 -3.75 -0.0776216
-4.75 -3.25 0.00921321
-4.75 -2.75 0.249594
-4.75 -2.25 0.688789
-4.75 -1.75 -0.420416
-4.75 -1.25 -0.756781
-4.75 -0.75 -1.65985
-4.75 -0.25 0.810539
-4.75 0.25 1.58895
-4.75 0.75 0.156685
-4.75 1.25 -0.907351
-4.75 1.75 0.433205
-4.75 2.25 -0.115231
-4.75 2.75 -0.0650771
-4.75 3.25 -0.0496176
-4.75 3.75 -0.0395115
-4.75 4.25 0.0227988
-4.75 4.75 0.00430831

-4.25 -4.75 0.0004004
-4.25 -4.25 1.15315
-4.25 -3.75 -0.130531
-4.25 -3.25 0.296697
-4.25 -2.75 0.318719
-4.25 -2.25 -0.510511
-4.25 -1.75 2.56697
-4.25 -1.25 0.333934
-4.25 -0.75 0.845646
-4.25 -0.25 -5.0042
-4.25 0.25 -1.56156
-4.25 0.75 2.0028
-4.25 1.25 0.432032
-4.25 1.75 0.481682
-4.25 2.25 -1.58519
-4.25 2.75 -0.237437
-4.25 3.25 0.47968
-4.25 3.75 0.0808809
-4.25 4.25 0.0176176
-4.25 4.75 0.0264264

-3.75 -4.75 -0.0776216
-3.75 -4.25 -0.130531
-3.75 -3.75 8.27322
-3.75 -3.25 0.0339299
-3.75 -2.75 1.06933
-3.75 -2.25 -0.697297
-3.75 -1.75 -2.75766
-3.75 -1.25 1.74317
-3.75 -0.75 4.16756
-3.75 -0.25 9.23471
-3.75 0.25 -7.63099
-3.75 0.75 -8.8682
-3.75 1.25 -8.47813
-3.75 1.75 1.53306
-3.75 2.25 1.85607
-3.75 2.75 -0.285574
-3.75 3.25 1.49186
-3.75 3.75 -0.347676
-3.75 4.25 -0.0914675
-3.75 4.75 -0.0567608

-3.25 -4.75 0.00921321
-3.25 -4.25 0.296697
-3.25 -3.75 0.0339299
-3.25 -3.25 46.1173
-3.25 -2.75 -1.62172
-3.25 -2.25 3.14024
-3.25 -1.75 -10.0201
-3.25 -1.25 -27.8596
-3.25 -0.75 -11.1835
-3.25 -0.25 -9.53709
-3.25 0.25 -8.37862
-3.25 0.75 5.17642
-3.25 1.25 1.67367
-3.25 1.75 13.8289
-3.25 2.25 4.00205
-3.25 2.75 -4.86175
-3.25 3.25 -0.606494
-3.25 3.75 -0.329081
-3.25 4.25 0.167183
-3.25 4.75 -0.0507868

-2.75 -4.75 0.249594
-2.75 -4.25 0.318719
-2.75 -3.75 1.06933
-2.75 -3.25 -1.62172
-2.75 -2.75 198.723
-2.75 -2.25 -0.134535
-2.75 -1.75 -5.14044
-2.75 -1.25 -31.6399
-2.75 -0.75 -5.74754
-2.75 -0.25 -3.75162
-2.75 0.25 -66.6193
-2.75 0.75 -38.93
-2.75 1.25 -2.69684
-2.75 1.75 -30.0302
-2.75 2.25 -14.2987
-2.75 2.75 -2.16428
-2.75 3.25 3.94398
-2.75 3.75 -1.24031
-2.75 4.25 -0.29572
-2.75 4.75 -0.0505465

-2.25 -4.75 0.688789
-2.25 -4.25 -0.510511
