46.0 46.0 2.17338214518e-06
46.0 54.0 1.58014764471e-06
46.0 62.0 1.1909911726e-06
46.0 70.0 8.92780353234e-07
46.0 78.0 6.76978994089e-07
46.0 86.0 4.70848983298e-07
46.0 94.0 3.89372915034e-07
46.0 102.0 2.95714282371e-07
46.0 110.0 1.65620304954e-07
46.0 118.0 1.18262452638e-07
46.0 126.0 9.31841212811e-08
46.0 134.0 7.23975257546e-08
46.0 142.0 5.68917303991e-08
46.0 150.0 3.83289356906e-08
46.0 158.0 7.00738591907e-09
46.0 166.0 -7.4272784466e-09
46.0 174.0 -2.00382457848e-08
46.0 182.0 -4.24220124224e-08
46.0 190.0 -3.3545860125e-08
46.0 198.0 -1.10252678456e-08

54.0 46.0 1.58014764471e-06
54.0 54.0 1.68645341593e-06
54.0 62.0 1.24391446428e-06
54.0 70.0 9.35609362275e-07
54.0 78.0 6.76608811135e-07
54.0 86.0 4.88461200459e-07
54.0 94.0 4.02924454241e-07
54.0 102.0 3.26513181175e-07
54.0 110.0 1.92829557943e-07
54.0 118.0 1.5712883745e-07
54.0 126.0 1.35164940848e-07
54.0 134.0 9.36523466563e-08
54.0 142.0 7.8626220351e-08
54.0 150.0 6.33823434913e-08
54.0 158.0 2.88434702955e-08
54.0 166.0 1.21534423061e-08
54.0 174.0 -1.34948017062e-08
54.0 182.0 -2.64014685765e-08
54.0 190.0 -2.70397316963e-08
54.0 198.0 -1.45226491158e-08

62.0 46.0 1.1909911726e-06
62.0 54.0 1.24391446428e-06
62.0 62.0 1.26403940171e-06
62.0 70.0 9.85760145588e-07
62.0 78.0 7.16167575211e-07
62.0 86.0 5.05791413903e-07
62.0 94.0 3.90900768708e-07
62.0 102.0 3.18969766389e-07
62.0 110.0 1.9746417394e-07
62.0 118.0 1.48099161328e-07
62.0 126.0 1.2104193964e-07
62.0 134.0 9.05585378434e-08
62.0 142.0 7.843625201e-08
62.0 150.0 5.8538341208e-08
62.0 158.0 3.54737933833e-08
62.0 166.0 1.92251091742e-08
62.0 174.0 -4.55164211745e-09
62.0 182.0 -2.06107524691e-08
62.0 190.0 -1.44980191269e-08
62.0 198.0 -1.63435712301e-08

70.0 46.0 8.92780353234e-07
70.0 54.0 9.35609362275e-07
70.0 62.0 9.85760145588e-07
70.0 70.0 1.09615767698e-06
70.0 78.0 7.95215037207e-07
70.0 86.0 5.80380400495e-07
70.0 94.0 4.41932330288e-07
70.0 102.0 3.43167991078e-07
70.0 110.0 2.15697236476e-07
70.0 118.0 1.5275618373e-07
70.0 126.0 1.31039333576e-07
70.0 134.0 9.61466306377e-08
70.0 142.0 6.7804425323e-08
70.0 150.0 4.39091450403e-08
70.0 158.0 2.64667593943e-08
70.0 166.0 1.31362300275e-08
70.0 174.0 -1.04758824003e-08
70.0 182.0 -2.86561730338e-08
70.0 190.0 -1.35261339347e-08
70.0 198.0 -1.72329092777e-08

78.0 46.0 6.76978994089e-07
78.0 54.0 6.76608811135e-07
78.0 62.0 7.16167575211e-07
78.0 70.0 7.95215037207e-07
78.0 78.0 8.07390224882e-07
78.0 86.0 5.98649840377e-07
78.0 94.0 4.59557574421e-07
78.0 102.0 3.38051105147e-07
78.0 110.0 2.25362561511e-07
78.0 118.0 1.62194270648e-07
78.0 126.0 1.26649867436e-07
78.0 134.0 9.53890412374e-08
78.0 142.0 5.67962556671e-08
78.0 150.0 3.68407221059e-08
78.0 158.0 2.77069236413e-08
78.0 166.0 1.91123159953e-08
78.0 174.0 2.42875554452e-09
78.0 182.0 -1.12900926108e-08
78.0 190.0 3.34801338536e-09
78.0 198.0 -1.01967749881e-08

86.0 46.0 4.70848983298e-07
86.0 54.0 4.88461200459e-07
86.0 62.0 5.05791413903e-07
86.0 70.0 5.80380400495e-07
86.0 78.0 5.98649840377e-07
86.0 86.0 6.55626359016e-07
86.0 94.0 5.20458167924e-07
86.0 102.0 3.91866362884e-07
86.0 110.0 2.79345647082e-07
86.0 118.0 2.17131848441e-07
86.0 126.0 1.77213580608e-07
86.0 134.0 1.31540336104e-07
86.0 142.0 8.16417016577e-08
86.0 150.0 5.76892312137e-08
86.0 158.0 4.17384881812e-08
