46.0 46.0 1.32427234623e-06
46.0 54.0 9.11472940015e-07
46.0 62.0 6.36368689098e-07
46.0 70.0 4.65907772735e-07
46.0 78.0 3.47486200463e-07
46.0 86.0 2.86589238096e-07
46.0 94.0 2.13877339037e-07
46.0 102.0 1.69928456375e-07
46.0 110.0 1.18175975499e-07
46.0 118.0 5.52044607775e-08
46.0 126.0 3.90486048872e-08
46.0 134.0 8.68113252673e-09
46.0 142.0 1.51168238383e-08
46.0 150.0 1.71339939997e-08
46.0 158.0 -5.5011273981e-09
46.0 166.0 -7.07349560526e-09
46.0 174.0 -9.7851708287e-09
46.0 182.0 -1.20859878683e-08
46.0 190.0 -2.47779812598e-08
46.0 198.0 -1.80683365163e-08

54.0 46.0 9.11472940015e-07
54.0 54.0 1.03790047048e-06
54.0 62.0 7.26927726327e-07
54.0 70.0 5.13968886171e-07
54.0 78.0 3.72058771473e-07
54.0 86.0 2.90924022248e-07
54.0 94.0 2.20976916222e-07
54.0 102.0 1.77792193292e-07
54.0 110.0 1.32186652071e-07
54.0 118.0 6.79257156894e-08
54.0 126.0 6.75766820474e-08
54.0 134.0 4.74589708111e-08
54.0 142.0 4.61892661046e-08
54.0 150.0 3.81992721754e-08
54.0 158.0 2.11828245235e-08
54.0 166.0 8.29880877694e-09
54.0 174.0 -7.28740321102e-09
54.0 182.0 -1.25166613799e-08
54.0 190.0 -1.75861377901e-08
54.0 198.0 -1.30497830643e-08

62.0 46.0 6.36368689098e-07
62.0 54.0 7.26927726327e-07
62.0 62.0 8.21482378976e-07
62.0 70.0 5.52795663848e-07
62.0 78.0 3.94828288136e-07
62.0 86.0 2.96897605804e-07
62.0 94.0 2.25568329219e-07
62.0 102.0 1.62183912139e-07
62.0 110.0 1.19531132982e-07
62.0 118.0 7.37455751003e-08
62.0 126.0 7.58835963562e-08
62.0 134.0 6.93734546366e-08
62.0 142.0 6.26939413095e-08
62.0 150.0 5.74404005002e-08
62.0 158.0 3.7529744356e-08
62.0 166.0 2.2981374964e-08
62.0 174.0 2.40922710065e-09
62.0 182.0 -5.49676491071e-09
62.0 190.0 -1.16293498426e-08
62.0 198.0 -8.09455566072e-09

70.0 46.0 4.65907772735e-07
70.0 54.0 5.13968886171e-07
70.0 62.0 5.52795663848e-07
70.0 70.0 6.17719858992e-07
70.0 78.0 4.55524926659e-07
70.0 86.0 3.47741110604e-07
70.0 94.0 2.45405317192e-07
70.0 102.0 1.75907967619e-07
70.0 110.0 1.30241404922e-07
70.0 118.0 8.23569102014e-08
70.0 126.0 8.03196513577e-08
70.0 134.0 6.27392034421e-08
70.0 142.0 5.41320454166e-08
70.0 150.0 5.28956390637e-08
70.0 158.0 3.42395657645e-08
70.0 166.0 2.00140246947e-08
70.0 174.0 -5.9384937489e-09
70.0 182.0 -1.13861285043e-08
70.0 190.0 -1.08584512325e-08
70.0 198.0 -7.71719988541e-09

78.0 46.0 3.47486200463e-07
78.0 54.0 3.72058771473e-07
78.0 62.0 3.94828288136e-07
78.0 70.0 4.55524926659e-07
78.0 78.0 5.17761144485e-07
78.0 86.0 3.84762773454e-07
78.0 94.0 2.79050701312e-07
78.0 102.0 1.93384604733e-07
78.0 110.0 1.44479896281e-07
78.0 118.0 9.46748488832e-08
78.0 126.0 8.73172407401e-08
78.0 134.0 6.28508727706e-08
78.0 142.0 4.11640153969e-08
78.0 150.0 4.00608051644e-08
78.0 158.0 3.12952937713e-08
78.0 166.0 9.01398825546e-09
78.0 174.0 -2.39348340781e-09
78.0 182.0 -2.28031582917e-09
78.0 190.0 -6.9152674081e-09
78.0 198.0 -7.95223491781e-09

86.0 46.0 2.86589238096e-07
86.0 54.0 2.90924022248e-07
86.0 62.0 2.96897605804e-07
86.0 70.0 3.47741110604e-07
86.0 78.0 3.84762773454e-07
86.0 86.0 4.42175885612e-07
86.0 94.0 3.24457747832e-07
86.0 102.0 2.2941594557e-07
86.0 110.0 1.81668340501e-07
86.0 118.0 1.30939125164e-07
86.0 126.0 1.14300375475e-07
86.0 134.0 8.03716630051e-08
86.0 142.0 5.66803886638e-08
86.0 150.0 4.47837209208e-08
86.0 158.0 3.80239297404e-08
86.0 166.0 2.0137268731e-08
86.0 174.0 3.52258171779e-09
86.0 182.0 7.29343767177e-11
86.0 190.0 -2.30116173551e-09
86.0 198.0 -5.02838885795e-09

94.0 46.0 2.13877339037e-07
94.0 54.0 2.20976916222e-07
94.0 62.0 2.25568329219e-07
94.0 70.0 2.45405317192e-07
94.0 78.0 2.79050701312e-07
94.0 86.0 3.24457747832e-07
94.0 94.0 3.80464939982e-07
94.0 102.0 2.69221867754e-07
94.0 110.0 2.23152633852e-07
94.0 118.0 1.74435373855e-07
94.0 126.0 1.42667788047e-07
94.0 134.0 1.00958221355e-07
