-0.0295033   -0.101053   0.899947
-0.0484064   -0.0639742   1.05894
-0.0560446   -0.0378923   0.995744
-0.0909251   -0.0899509   0.896253
-0.0464326   -0.0257438   0.972162
-0.0417196   -0.0381641   0.997835
-0.0798031   -0.0240584   0.990996
-0.0589192   -0.089498   1.00636
-0.0836403   -0.0565408   1.00158
-0.0289251   -0.0818305   0.960156
-0.0843207   -0.0420496   1.05198
0.00172632   -0.0644355   0.966552
-0.0449118   -0.0764416   0.959706
-0.0739782   -0.0464452   1.0148
-0.0244763   -0.0558929   1.04955
-0.0341422   -0.0281748   0.976043
-0.027941   -0.0679763   1.03868
-0.0248186   -0.0448706   0.981415
-0.0371881   -0.0841914   1.043
-0.0285735   -0.0691861   1.04002
-0.0765799   -0.0731772   0.927357
-0.0759399   -0.0621924   0.995846
-0.0765058   -0.0772205   0.888974
-0.0837761   -0.0719356   0.953562
-0.0733486   -0.0942539   0.940476
-0.0804482   -0.0900454   0.926297
-0.0280372   -0.0594526   0.938991
-0.0269577   -0.0765576   0.906655
-0.0392788   -0.041575   1.02925
-0.0676894   -0.0863577   1.00205
-0.0818992   -0.0637019   0.898161
-0.0579966   -0.0798652   0.972768
-0.0419152   -0.0304869   0.971127
-0.0951408   -0.0873485   0.951603
-0.0800964   -0.0818616   0.961276
-0.03488   -0.0769763   1.00818
-0.0359637   -0.0357499   1.00658
-0.0122265   -0.0800138   0.984417
-0.0871523   -0.0635502   0.982008
-0.00316597   -0.0633079   1.00203
-0.0834933   -0.059096   1.0147
-0.0876911   -0.0554415   1.04436
-0.069098   -0.0933154   0.884701
-0.0896769   -0.0689047   1.04692
0.00143665   -0.073427   0.999461
-0.0614159   -0.0965894   0.896522
-0.000233359   -0.0716922   0.99941
-0.0395713   -0.031891   0.893475
-0.092941   -0.0571116   0.98041
-0.0699001   -0.0562069   0.995013
-0.0303871   -0.0536665   0.97611
-0.066508   -0.035031   1.01894
-0.0700912   -0.0806675   0.925045
-0.00599971   -0.0805482   0.976411
-0.0743616   -0.0798482   1.06837
-0.083275   -0.0338078   0.990358
-0.0365629   -0.0265702   0.882206
-0.042661   -0.0451627   1.05196
0.00229577   -0.088668   0.997922
-0.041827   -0.0352556   0.967797
-0.0223629   -0.0743889   1.00398
-0.0835139   -0.0717821   0.95942
-0.0712248   -0.0738687   1.04758
-0.0880813   -0.0456715   0.982821
-0.0197688   -0.0772945   0.971394
-0.0859512   -0.0349035   0.979967
-0.0902532   -0.063032   0.892808
-0.0805017   -0.0822288   0.914175
-0.0814629   -0.0298692   0.991995
-0.0605809   -0.0739489   0.967108
-0.066281   -0.0730412   0.913482
-0.0842423   -0.0903285   0.905123
-0.0226501   -0.0842306   0.971256
-0.0459402   -0.044764   0.899343
-0.0848422   -0.0836578   0.946584
-0.0672996   -0.0821936   0.951115
-0.0760354   -0.03066   1.04261
-0.0392442   -0.029436   0.913876
-0.0427396   -0.0494024   0.905292
-0.0236422   -0.0529317   0.973554
-0.0900452   -0.0849022   1.00545
-0.0616358   -0.0744095   0.970448
-0.0449912   -0.101025   0.883892
-0.018869   -0.0926814   0.999289
-0.0796181   -0.0789047   0.886549
-0.076531   -0.0778567   1.06061
-0.0606161   -0.0367221   1.01149
-0.0685777   -0.0470309   1.00677
-0.0893526   -0.081564   0.937831
0.00555778   -0.0764168   0.967972
-0.0479421   -0.0493409   1.0584
-0.0122535   -0.0884914   1.0368
-0.054444   -0.0354646   1.01939
0.00411004   -0.0626682   0.973769
-0.031016   -0.100423   0.89566
-0.0299781   -0.0830457   0.992887
-0.0570695   -0.0631116   0.924561
-0.0872357   -0.0829243   0.923474
-0.055952   -0.0606024   0.910539
-0.0837027   -0.0586995   0.979273
-0.0141188   -0.0731094   0.979247
-0.0807993   -0.0762174   0.900837
-0.0282416   -0.0935944   0.924258
-0.0735411   -0.0652373   0.899647
-0.0268623   -0.0997136   0.895604
-0.0895353   -0.0699838   1.04879
-0.0263807   -0.0857391   0.962309
-0.09215   -0.0528823   0.982671
-0.0491652   -0.0726759   0.995986
-0.0323288   -0.0714693   0.943325
-0.043037   -0.0755291   0.945427
-0.0496468   -0.0498601   0.996403
-0.0494965   -0.0416753   1.00738
-0.0366675   -0.0293586   0.897592
-0.0822986   -0.0878089   1.05496
-0.0605791   -0.0921587   0.907144
-0.0369333   -0.0459634   1.05416
-0.0764479   -0.047167   0.954703
-0.0843205   -0.0518127   0.981805
