-63.7995   2161.83   -219.301
-118.674   2449.7   -157.116
-131.421   2342.48   -88.9439
-195.964   2149.28   -194.657
-106.994   2302.63   -59.3556
-98.0054   2347.78   -89.7226
-186.443   2331.32   -56.2778
-138.797   2352.99   -211.519
-196.691   2346.15   -133.26
-65.8434   2275.71   -186.717
-205.797   2434.86   -102.811
3.95509   2291.05   -147.83
-102.222   2274.53   -174.384
-175.818   2372.28   -110.563
-59.6606   2437   -136.394
-78.9183   2310.56   -65.1548
-67.5314   2416.3   -164.569
-57.5751   2319.36   -104.173
-90.0368   2420   -204.367
-69.1198   2418.36   -167.653
-169.738   2212.15   -162.645
-177.793   2336.73   -145.935
-164.09   2140.62   -166.115
-189.658   2258.56   -163.325
-164.053   2232.61   -211.627
-177.892   2206.49   -199.869
-62.8494   2241.06   -133.446
-58.7592   2179.15   -167.218
-94.4193   2402.59   -100.022
-158.961   2344.8   -203.462
-177.205   2158.86   -138.173
-133.295   2295.75   -184.051
-96.5006   2300.93   -70.2318
-214.712   2249.97   -197.928
-182.318   2271.36   -186.953
-82.3955   2361.3   -182.235
-85.0512   2363.9   -84.5999
-28.3686   2320.14   -186.054
-201.831   2309.98   -147.558
-7.45335   2354.2   -149.24
-198.235   2368.74   -140.636
-212.719   2419.55   -134.799
-147.473   2130.86   -199.898
-217.734   2421.47   -167.79
3.37335   2348.06   -172.722
-132.413   2153.29   -209.028
-0.54799   2348.27   -168.642
-85.4778   2158.97   -68.929
-215.019   2306.84   -132.462
-163.632   2337.13   -131.823
-70.1717   2308.55   -124.068
-158.645   2381.84   -83.6573
-154.994   2207.7   -178.916
-13.8351   2305.94   -186.146
-183.19   2458.96   -197.307
-194.387   2328.87   -79.038
-78.2211   2138.4   -56.8692
-104.197   2440.95   -110.416
5.37773   2342.45   -208.247
-96.0329   2294.62   -81.0025
-52.6789   2355.25   -175.572
-189.948   2269.16   -163.736
-173.037   2425.34   -179.94
-204.304   2313.49   -106.146
-45.4183   2297.18   -177.948
-199.026   2309.86   -80.9538
-194.342   2147.44   -136.091
-176.338   2185.76   -180.724
-190.426   2332.41   -69.9197
-138.678   2286.34   -169.692
-145.258   2188.33   -160.476
-182.976   2166.89   -196.964
-52.0022   2295.5   -193.86
-99.6805   2168.26   -97.2276
-190.821   2243.73   -188.824
-152.002   2255.18   -186.202
-184.472   2421.45   -74.4802
-86.2676   2197.1   -64.7423
-93.1931   2179.16   -107.842
-54.4935   2304.5   -122.129
-211.899   2346.89   -200.549
-141.453   2292.08   -171.193
-95.9264   2130.68   -216.206
-44.2263   2343.58   -217.87
-170.368   2135.29   -169.372
-187.547   2445.82   -191.369
-143.812   2369.59   -87.2158
-162.036   2359.1   -111.294
-199.556   2227.41   -182.809
12.7365   2291.62   -175.463
-117.59   2450.87   -121.166
-29.5317   2409.94   -213.834
-129.941   2384.33   -84.7202
9.47044   2304.21   -144.591
-66.8268   2153.9   -217.136
-69.9799   2333.67   -194.335
-126.343   2211.44   -139.981
-192.533   2201.44   -183.671
-122.445   2186.11   -132.854
-193.512   2306.5   -136.022
-32.6466   2312.12   -169.357
-175.079   2162.12   -165.652
-62.3829   2208.31   -207.374
-159.343   2162.81   -141.679
-57.8809   2154.21   -215.596
-217.661   2424.51   -170.638
-60.1352   2278.98   -195.947
-213.614   2311.55   -122.876
-115.102   2339.24   -170.513
-72.6642   2246.88   -160.941
-96.8547   2249.11   -170.355
-116.428   2343.2   -117.073
-117.075   2363.39   -98.673
-79.4966   2167.07   -63.6831
-200.694   2433.1   -214.926
-131.859   2173.98   -201.29
-90.3497   2445.18   -112.545
-173.515   2265.29   -107.239
-195.391   2311.75   -120.313
-135.227   2383.94   -78.3846
-109.577   2350.85   -71.0582
-17.9282   2362.23   -145.416
-111.627   2178.97   -212.191
-188.398   2155.6   -217.202
-135.827   2340.25   -104.39
-168.565   2383.25   -85.7391
-89.2561   2444.73   -113.451
-177.805   2333.19   -77.2146
-191.566   2455.97   -149.464
-75.6556   2268.67   -183.016
-187.874   2173.63   -163.56
-73.8825   2408.33   -115.044
-59.792   2308.29   -150.118
-40.7668   2295.58   -193.521
-208.913   2303.98   -71.7126
24.1672   2325.73   -210.528
-59.4051   2362.06   -73.0545
-32.1147   2293.49   -206.981
-173.138   2192.81   -160.286
-14.4401   2298.03   -176.289
-116   2326.65   -92.9097
-193.437   2417.56   -159.222
-137.901   2158.77   -126.59
-72.8788   2141.69   -215.835
-214.732   2299.33   -87.093
-176.936   2420.9   -175.984
-73.0823   2368.84   -66.7491
-39.9736   2322.35   -155.548
-194.387   2457.22   -219.902
-144.181   2201.03   -199.249
-10.9311   2307.17   -139.442
-91.3399   2358.81   -119.923
-204.54   2385.21   -152.045
-71.5849   2294.67   -203.118
-134.544   2341.47   -87.7644
-146.21   2415.89   -156.437
-132.632   2299.69   -183.413
-38.6657   2336.12   -204.499
-36.6307   2410.63   -205.59
-124.147   2385.68   -175.971
-127.306   2384.27   -82.5569
-188.92   2238.84   -126.153
-179.939   2397.07   -149.626
-78.8129   2424.72   -186.959
-82.6402   2314.56   -121.675
-132.556   2388.31   -112.884
-161.503   2331.48   -58.9404
