  1.3977200000E-03 -1.4330385984E-01 -1.7167743032E-01 -6.1108870945E-02  8.7432269333E-04  1.5007761713E-04 -3.0452793607E-05  6.2508567841E-05 -2.7916459762E-06  1.5357888593E-05
  1.4259600000E-03 -1.4913452008E-01 -1.7865112104E-01 -6.3583271645E-02  9.4552117856E-04  1.6213365939E-04 -3.3165563567E-05  6.9304294216E-05 -2.8453352502E-06  1.6991478876E-05
  1.4547700000E-03 -1.5520153801E-01 -1.8590660629E-01 -6.6157048060E-02  1.0224693494E-03  1.7516860141E-04 -3.6107304986E-05  7.6794449232E-05 -2.8932573749E-06  1.8791480367E-05
  1.4841500000E-03 -1.6151193627E-01 -1.9345218039E-01 -6.8833072933E-02  1.1055951261E-03  1.8925610810E-04 -3.9295507522E-05  8.5047741285E-05 -2.9345511684E-06  2.0775521336E-05
  1.5141400000E-03 -1.6808171525E-01 -2.0130686259E-01 -7.1618016072E-02  1.1954654904E-03  2.0449442263E-04 -4.2754420733E-05  9.4128386883E-05 -2.9674303200E-06  2.2953653290E-05
  1.5447200000E-03 -1.7491416786E-01 -2.0947446885E-01 -7.4513149810E-02  1.2925313669E-03  2.2096291720E-04 -4.6500696666E-05  1.0412830087E-04 -2.9920340174E-06  2.5354082682E-05
  1.5759300000E-03 -1.8202618200E-01 -2.1797505707E-01 -7.7525497425E-02  1.3974579060E-03  2.3877768886E-04 -5.0560758455E-05  1.1514632663E-04 -3.0076675566E-06  2.8001105300E-05
  1.6077600000E-03 -1.8942377765E-01 -2.2681568187E-01 -8.0657465663E-02  1.5107842409E-03  2.5803161477E-04 -5.4958323235E-05  1.2725927319E-04 -3.0131410631E-06  3.0909928316E-05
  1.6402400000E-03 -1.9712251759E-01 -2.3601479094E-01 -8.3915490110E-02  1.6332437436E-03  2.7885187480E-04 -5.9724027946E-05  1.4058351763E-04 -3.0052737584E-06  3.4107983798E-05
  1.6733800000E-03 -2.0513379933E-01 -2.4558584003E-01 -8.7304228639E-02  1.7655601085E-03  3.0136603142E-04 -6.4885761191E-05  1.5524769868E-04 -2.9842448607E-06  3.7630736445E-05
  1.7071800000E-03 -2.1346688724E-01 -2.5553972261E-01 -9.0827423195E-02  1.9084600270E-03  3.2569957319E-04 -7.0474265497E-05  1.7137707681E-04 -2.9485616512E-06  4.1509336361E-05
  1.7416700000E-03 -2.2213882853E-01 -2.6589661373E-01 -9.4492091236E-02  2.0628561842E-03  3.5201145564E-04 -7.6527000041E-05  1.8912410770E-04 -2.8965692617E-06  4.5781894202E-05
  1.7768600000E-03 -2.3116226092E-01 -2.7667140358E-01 -9.8303368235E-02  2.2296453938E-03  3.8045921091E-04 -8.3081067181E-05  2.0864448073E-04 -2.8255267049E-06  5.0486370885E-05
  1.8127500000E-03 -2.4054756585E-01 -2.8787627200E-01 -1.0226542056E-01  2.4097367163E-03  4.1120624187E-04 -9.0173059429E-05  2.3009459705E-04 -2.7326674176E-06  5.5659287803E-05
  1.8493700000E-03 -2.5031338694E-01 -2.9953324336E-01 -1.0638588361E-01  2.6042531554E-03  4.4444678709E-04 -9.7850883275E-05  2.5365684241E-04 -2.6175929779E-06  6.1343575060E-05
  1.8867300000E-03 -2.6047369592E-01 -3.1165874342E-01 -1.1067039945E-01  2.8143233178E-03  4.8037951724E-04 -1.0616019587E-04  2.7955570287E-04 -2.4772122322E-06  6.7599972161E-05
  1.9248400000E-03 -2.7104287861E-01 -3.2426967094E-01 -1.1512476392E-01  3.0411470612E-03  5.1921756388E-04 -1.1514987705E-04  3.0801458989E-04 -2.3090495444E-06  7.4484787419E-05
  1.9637300000E-03 -2.8204145548E-01 -3.3739021959E-01 -1.1975733385E-01  3.2861386754E-03  5.6120993288E-04 -1.2487899184E-04  3.3929255675E-04 -2.1086460202E-06  8.2061783441E-05
  2.0034000000E-03 -2.9348209103E-01 -3.5103518464E-01 -1.2457313088E-01  3.5506303057E-03  6.0659116877E-04 -1.3540461152E-04  3.7365235615E-04 -1.8696220533E-06  9.0395639540E-05
  2.0438700000E-03 -3.0538360793E-01 -3.6522668100E-01 -1.2957974435E-01  3.8361829675E-03  6.5563780415E-04 -1.4679037734E-04  4.1139370438E-04 -1.5917049749E-06  9.9564193103E-05
  2.0851600000E-03 -3.1776551432E-01 -3.7998761041E-01 -1.3478502189E-01  4.1444827601E-03  7.0865114604E-04 -1.5910532944E-04  4.5284636347E-04 -1.2705907520E-06  1.0965058996E-04
  2.1272800000E-03 -3.3064493659E-01 -3.9533800289E-01 -1.4019577850E-01  4.4772650593E-03  7.6593636622E-04 -1.7242409897E-04  4.9836444500E-04 -8.9953014656E-07  1.2074383167E-04
  2.1702600000E-03 -3.4404577629E-01 -4.1130592991E-01 -1.4582164248E-01  4.8365645357E-03  8.2785632123E-04 -1.8683083469E-04  5.4836036475E-04 -4.7176046635E-07  1.3294897361E-04
  2.2141000000E-03 -3.5798328681E-01 -4.2790912035E-01 -1.5166857501E-01  5.2243096530E-03  8.9475212805E-04 -2.0240784499E-04  6.0324666409E-04  1.8288556104E-08  1.4637219247E-04
  2.2588300000E-03 -3.7248279538E-01 -4.4517726740E-01 -1.5774672812E-01  5.6428397700E-03  9.6704257423E-04 -2.1925100297E-04  6.6350662621E-04  5.7393361890E-07  1.6113871032E-04
  2.3044600000E-03 -3.8756397932E-01 -4.6313329170E-01 -1.6406384285E-01  6.0944919259E-03  1.0451467967E-03 -2.3745824567E-04  7.2965513894E-04  1.2050378020E-06  1.7738103637E-04
  2.3510100000E-03 -4.0325044811E-01 -4.8180475213E-01 -1.7062926566E-01  6.5818657962E-03  1.1295237026E-03 -2.5714099932E-04  8.0226407747E-04  1.9183835167E-06  1.9524866471E-04
  2.3985000000E-03 -4.1956661201E-01 -5.0122011356E-01 -1.7745263208E-01  7.1077034368E-03  1.2206855732E-03 -2.7841219848E-04  8.8182666236E-04  2.7217921031E-06  2.1483899268E-04
  2.4469600000E-03 -4.3654124344E-01 -5.2141297637E-01 -1.8454534923E-01  7.6751753757E-03  1.3191900573E-03 -3.0140521505E-04  9.6912187262E-04  3.6256211198E-06  2.3637297127E-04
  2.4963900000E-03 -4.5419341358E-01 -5.4240534601E-01 -1.9191471826E-01  8.2872881210E-03  1.4255764883E-03 -3.2624762902E-04  1.0648639669E-03  4.6396414910E-06  2.6003923665E-04
  2.5468200000E-03 -4.7255352638E-01 -5.6423265096E-01 -1.9957271957E-01  8.9476420040E-03  1.5404950593E-03 -3.5309140126E-04  1.1698887858E-03  5.7819620699E-06  2.8605274652E-04
  2.5982700000E-03 -4.9164939872E-01 -5.8692717669E-01 -2.0753019057E-01  9.6599808682E-03  1.6646153113E-03 -3.8209556892E-04  1.2850940232E-03  7.0617646040E-06  3.1465358711E-04
  2.6507600000E-03 -5.1150974643E-01 -6.1052220985E-01 -2.1579827922E-01  1.0428328142E-02  1.7986576496E-03 -4.1343359933E-04  1.4114642113E-03  8.4967406029E-06  3.4610130576E-04
  2.7043100000E-03 -5.3216419833E-01 -6.3505205051E-01 -2.2438844575E-01  1.1257008692E-02  1.9433990665E-03 -4.4729121301E-04  1.5500815029E-03  1.0106969111E-05  3.8068336926E-04
  2.7589400000E-03 -5.5364331413E-01 -6.6055202823E-01 -2.3331246560E-01  1.2150673391E-02  2.0996842686E-03 -4.8386071640E-04  1.7021293758E-03  1.1902772396E-05  4.1872373651E-04
  2.8146700000E-03 -5.7597861514E-01 -6.8705853214E-01 -2.4258243648E-01  1.3114186576E-02  2.2684075327E-03 -5.2335705390E-04  1.8686637564E-03  1.3904478487E-05  4.6045299514E-04
  2.8715300000E-03 -5.9920671681E-01 -7.1461390945E-01 -2.5221248706E-01  1.4152954618E-02  2.4505730054E-03 -5.6601641303E-04  2.0508672626E-03  1.6142774032E-05  5.0612597727E-04
  2.9295400000E-03 -6.2336132854E-01 -7.4325696366E-01 -2.6221545067E-01  1.5272911781E-02  2.6472401249E-03 -6.1207521697E-04  2.2506037486E-03  1.8632445456E-05  5.5632936419E-04
  2.9887200000E-03 -6.4847718064E-01 -7.7302760777E-01 -2.7260448989E-01  1.6480228960E-02  2.8595170240E-03 -6.6180092231E-04  2.4695512304E-03  2.1393920521E-05  6.1152401393E-04
  3.0491000000E-03 -6.7459440564E-01 -8.0397205076E-01 -2.8339490120E-01  1.7781766051E-02  3.0886387845E-03 -7.1549353673E-04  2.7096207520E-03  2.4469600182E-05  6.7223025172E-04
  3.1106900000E-03 -7.0174561355E-01 -8.3612747693E-01 -2.9459876881E-01  1.9184438127E-02  3.3358761125E-03 -7.7344064196E-04  2.9727860969E-03  2.7882081338E-05  7.3899866705E-04
  3.1735300000E-03 -7.2997775395E-01 -8.6954793190E-01 -3.0623398229E-01  2.0695923284E-02  3.6026879307E-03 -8.3599411792E-04  3.2605024852E-03  3.1667866291E-05  8.1204431647E-04
  3.2376400000E-03 -7.5933030916E-01 -9.0427848723E-01 -3.1831522689E-01  2.2324402160E-02  3.8905681998E-03 -9.0351305477E-04  3.5751051935E-03  3.5884253017E-05  8.9198867056E-04
  3.3030500000E-03 -7.8984857639E-01 -9.4037095571E-01 -3.3085945432E-01  2.4079253762E-02  4.2011712963E-03 -9.7638215568E-04  3.9198755689E-03  4.0560644924E-05  9.7988989028E-04
  3.3697700000E-03 -8.2156974093E-01 -9.7786740911E-01 -3.4388014724E-01  2.5969669613E-02  4.5361652042E-03 -1.0550017516E-03  4.2976638547E-03  4.5745399230E-05  1.0765537479E-03
  3.4378500000E-03 -8.5455133633E-01 -1.0168338149E+00 -3.5739899684E-01  2.8006685630E-02  4.8975411077E-03 -1.1398533604E-03  4.7118592733E-03  5.1498865030E-05  1.1829426448E-03
  3.5073000000E-03 -8.8883322254E-01 -1.0573150857E+00 -3.7143028901E-01  3.0199886865E-02  5.2872523108E-03 -1.2313869311E-03  5.1637799944E-03  5.7869482556E-05  1.2989916279E-03
  3.5781500000E-03 -9.2446622043E-01 -1.0993689153E+00 -3.8599264585E-01  3.2561517778E-02  5.7074897333E-03 -1.3301122386E-03  5.6578064258E-03  6.4918815524E-05  1.4260771521E-03
  3.6504300000E-03 -9.6150274104E-01 -1.1430546702E+00 -4.0110515827E-01  3.5104883087E-02  6.1605865834E-03 -1.4365999549E-03  6.1990267606E-03  7.2739239851E-05  1.5658337986E-03
  3.7241700000E-03 -9.9999678403E-01 -1.1884333888E+00 -4.1678738237E-01  3.7843789162E-02  6.6490634709E-03 -1.5514393864E-03  6.7920458037E-03  8.1384605937E-05  1.7196123027E-03
  3.7994100000E-03 -1.0400093387E+00 -1.2355741245E+00 -4.3306151903E-01  4.0792581231E-02  7.1757289079E-03 -1.6752728374E-03  7.4402046002E-03  9.0927185748E-05  1.8880183006E-03
  3.8761600000E-03 -1.0815870456E+00 -1.2845288033E+00 -4.4994372810E-01  4.3965126012E-02  7.7432954866E-03 -1.8087766544E-03  8.1465021905E-03  1.0149211153E-04  2.0714397307E-03
  3.9544600000E-03 -1.1247941005E+00 -1.3353697866E+00 -4.6745709140E-01  4.7380273153E-02  8.3549158992E-03 -1.9527091214E-03  8.9200164067E-03  1.1318277201E-04  2.2731666259E-03
  4.0343500000E-03 -1.1696968079E+00 -1.3881716352E+00 -4.8562529595E-01  5.1056754549E-02  9.0140262282E-03 -2.1078760319E-03  9.7674602019E-03  1.2611535542E-04  2.4951866880E-03
  4.1158500000E-03 -1.2163520468E+00 -1.4429975427E+00 -5.0446796536E-01  5.5012108744E-02  9.7240564520E-03 -2.2751280809E-03  1.0692889751E-02  1.4039829423E-04  2.7381117394E-03
  4.1989900000E-03 -1.2648238678E+00 -1.4999188737E+00 -5.2400738016E-01  5.9265329944E-02  1.0488798810E-02 -2.4553854560E-03  1.1700490641E-02  1.5622336110E-04  3.0024463412E-03
  4.2838200000E-03 -1.3151900221E+00 -1.5590227483E+00 -5.4427105801E-01  6.3842204331E-02  1.1312496494E-02 -2.6496571823E-03  1.2803857055E-02  1.7368788317E-04  3.2932787471E-03
  4.3703600000E-03 -1.3675126029E+00 -1.6203775652E+00 -5.6527991387E-01  6.8766285696E-02  1.2199505489E-02 -2.8589396527E-03  1.4012270743E-02  1.9294071916E-04  3.6134438749E-03
  4.4586500000E-03 -1.4218674617E+00 -1.6840675139E+00 -5.8706008802E-01  7.4059439621E-02  1.3154572118E-02 -3.0843910223E-03  1.5327391705E-02  2.1415758828E-04  3.9617572519E-03
  4.5487200000E-03 -1.4783263194E+00 -1.7501716062E+00 -6.0963575227E-01  7.9749640628E-02  1.4182726159E-02 -3.3271877001E-03  1.6761518643E-02  2.3757540510E-04  4.3422249974E-03
  4.6406100000E-03 -1.5369691593E+00 -1.8187780930E+00 -6.3303402576E-01  8.5869215996E-02  1.5289410998E-02 -3.5886531647E-03  1.8331589354E-02  2.6340312491E-04  4.7609599621E-03
  4.7343500000E-03 -1.5978716986E+00 -1.8899697993E+00 -6.5727995748E-01  9.2448702656E-02  1.6480262458E-02 -3.8701928032E-03  2.0049105739E-02  2.9182029375E-04  5.2212322777E-03
  4.8299900000E-03 -1.6611247421E+00 -1.9638467981E+00 -6.8240424036E-01  9.9513824192E-02  1.7761688267E-02 -4.1733230815E-03  2.1910373014E-02  3.2316177691E-04  5.7183810952E-03
  4.9275700000E-03 -1.7268150620E+00 -2.0405039381E+00 -7.0843553229E-01  1.0710920981E-01  1.9140212263E-02 -4.4997062871E-03  2.3947384473E-02  3.5772952528E-04  6.2654432031E-03
  5.0271100000E-03 -1.7950179509E+00 -2.1200221511E+00 -7.3539751864E-01  1.1527272352E-01  2.0622736516E-02 -4.8509835843E-03  2.6177269941E-02  3.9579676525E-04  6.8678710121E-03
  5.1286600000E-03 -1.8658310803E+00 -2.2025079820E+00 -7.6332231520E-01  1.2403592841E-01  2.2216984602E-02 -5.2290289755E-03  2.8596977551E-02  4.3769872261E-04  7.5206447276E-03
  5.2322700000E-03 -1.9393548306E+00 -2.2880706143E+00 -7.9224263301E-01  1.3344816409E-01  2.3931192027E-02 -5.6358372389E-03  3.1235096009E-02  4.8391181419E-04  8.2342761923E-03
  5.3379700000E-03 -2.0156778819E+00 -2.3768049153E+00 -8.2218604111E-01  1.4356067780E-01  2.5773853173E-02 -6.0734839416E-03  3.4122218904E-02  5.3478291705E-04  9.0201082216E-03
  5.4458000000E-03 -2.0948981499E+00 -2.4688158883E+00 -8.5318323550E-01  1.5441452581E-01  2.7754059030E-02 -6.5442324616E-03  3.7262828621E-02  5.9058122848E-04  9.8761561899E-03
  5.5558200000E-03 -2.1771307002E+00 -2.5642279280E+00 -8.8527110857E-01  1.6606082728E-01  2.9882047195E-02 -7.0505469444E-03  4.0673681789E-02  6.5203355888E-04  1.0805941627E-02
  5.6680500000E-03 -2.2624633984E+00 -2.6631330278E+00 -9.1847530769E-01  1.7856654864E-01  3.2167750075E-02 -7.5949668747E-03  4.4404928774E-02  7.1961152665E-04  1.1829675928E-02
  5.7825500000E-03 -2.3510164998E+00 -2.7656599973E+00 -9.5283350814E-01  1.9198678050E-01  3.4622732465E-02 -8.1802995382E-03  4.8469994367E-02  7.9368140666E-04  1.2948622354E-02
  5.8993700000E-03 -2.4429054055E+00 -2.8719313954E+00 -9.8838088468E-01  2.0637281426E-01  3.7259014340E-02 -8.8095628141E-03  5.2871815248E-02  8.7523306357E-04  1.4158232382E-02
  6.0185400000E-03 -2.5382322197E+00 -2.9820534836E+00 -1.0251467868E+00  2.2181320694E-01  4.0088838136E-02 -9.4858563704E-03  5.7685783467E-02  9.6487357135E-04  1.5490103781E-02
  6.1401200000E-03 -2.6371253496E+00 -3.0961619652E+00 -1.0631699951E+00  2.3837564119E-01  4.3126067190E-02 -1.0212635589E-02  6.2932232313E-02  1.0630833209E-03  1.6947607763E-02
  6.2641600000E-03 -2.7397077637E+00 -3.2143856050E+00 -1.1024865298E+00  2.5611470681E-01  4.6385165504E-02 -1.0993483803E-02  6.8602247201E-02  1.1709415214E-03  1.8518967090E-02
  6.3907100000E-03 -2.8461052244E+00 -3.3368552786E+00 -1.1431326680E+00  2.7514650681E-01  4.9881432825E-02 -1.1832346124E-02  7.4802338747E-02  1.2894629269E-03  2.0249510332E-02
  6.5198100000E-03 -2.9564375440E+00 -3.4636938643E+00 -1.1851415811E+00  2.9554666115E-01  5.3630700144E-02 -1.2733358786E-02  8.1552879444E-02  1.4191852195E-03  2.2141273373E-02
  6.6515200000E-03 -3.0708435581E+00 -3.5950454834E+00 -1.2285529974E+00  3.1738062636E-01  5.7650694883E-02 -1.3700890443E-02  8.8842829907E-02  1.5616550775E-03  2.4179498195E-02
  6.7858900000E-03 -3.1894564977E+00 -3.7310464553E+00 -1.2734035605E+00  3.4079260068E-01  6.1959586646E-02 -1.4739741210E-02  9.6812514060E-02  1.7181113221E-03  2.6424601645E-02
  6.9229700000E-03 -3.3124119810E+00 -3.8718344865E+00 -1.3197298653E+00  3.6586524161E-01  6.6576657391E-02 -1.5854830454E-02  1.0546993410E-01  1.8888272194E-03  2.8870713777E-02
